chr1:62175512-62176012	500	500	32842.1	65.6842	65.6842
chr1:244452099-244452599	500	500	10428.2	20.8564	20.8564
chr1:209576657-209577157	500	500	23402.8	46.8056	46.8056
chr1:84604467-84604967	500	500	11631.9	23.2639	23.2639
chr1:220113072-220113572	500	500	21376	42.7519	42.7519
chr1:210143414-210143914	500	500	16145.7	32.2913	32.2913
chr1:41495490-41495990	500	500	8537.01	17.074	17.074
chr1:161139757-161140257	500	500	16155.5	32.311	32.311
chr1:184379287-184379787	500	500	20325.2	40.6504	40.6504
chr1:47388696-47389196	500	500	20068.8	40.1377	40.1377
chr1:86515515-86516015	500	500	12573.6	25.1471	25.1471
chr1:55425231-55425731	500	500	2865.55	5.7311	5.7311
chr1:231241843-231242343	500	500	2857.38	5.71477	5.71477
chr1:108898065-108898565	500	500	35858.2	71.7164	71.7164
chr1:177490186-177490686	500	500	4363.23	8.72647	8.72647
chr1:65209216-65209716	500	500	25064	50.1281	50.1281
chr1:162392050-162392550	500	500	22293	44.586	44.586
chr1:26966843-26967343	500	500	22967.8	45.9355	45.9355
chr1:166839936-166840436	500	500	8971.57	17.9431	17.9431
chr1:1372007-1372507	500	500	24188.4	48.3768	48.3768
chr1:111813687-111814187	500	500	2731.48	5.46296	5.46296
chr1:204128957-204129457	500	500	41236.4	82.4727	82.4727
chr1:200535583-200536083	500	500	13772.8	27.5457	27.5457
chr1:203039456-203039956	500	500	50409.5	100.819	100.819
chr1:55701972-55702472	500	500	15183.7	30.3674	30.3674
chr1:165114232-165114732	500	500	22164.8	44.3297	44.3297
chr1:150464261-150464761	500	500	52751.7	105.503	105.503
chr1:89483189-89483689	500	500	12698.1	25.3962	25.3962
chr1:201053177-201053677	500	500	6303.81	12.6076	12.6076
chr1:174998420-174998920	500	500	39381.9	78.7638	78.7638
chr1:100034436-100034936	500	500	7911.7	15.8234	15.8234
chr1:36705548-36706048	500	500	9224.92	18.4498	18.4498
chr1:202192753-202193253	500	500	49643.3	99.2867	99.2867
chr1:67766052-67766552	500	500	23116	46.2319	46.2319
chr1:111855002-111855502	500	500	6663.17	13.3263	13.3263
chr1:145909984-145910484	500	500	49332.7	98.6655	98.6655
chr1:93681579-93682079	500	500	3168.65	6.3373	6.3373
chr1:119448044-119448544	500	500	9299.11	18.5982	18.5982
chr1:235417042-235417542	500	500	32357.1	64.7142	64.7142
chr1:9495344-9495844	500	500	15884.5	31.7689	31.7689
chr1:37765991-37766491	500	500	7809.78	15.6196	15.6196
chr1:94599417-94599917	500	500	11837.9	23.6758	23.6758
chr1:192445802-192446302	500	500	47880.3	95.7605	95.7605
chr1:46188277-46188777	500	500	7342.22	14.6844	14.6844
chr1:209747752-209748252	500	500	32245.3	64.4905	64.4905
chr1:178282814-178283314	500	500	11068.5	22.137	22.137
chr1:55289663-55290163	500	500	1551.34	3.10267	3.10267
chr1:64894783-64895283	500	500	4997.21	9.99442	9.99442
chr1:155978491-155978991	500	500	7239.69	14.4794	14.4794
chr1:3483992-3484492	500	500	18103.7	36.2074	36.2074
chr1:204363596-204364096	500	500	71205.9	142.412	142.412
chr1:51139430-51139930	500	500	4576.83	9.15366	9.15366
chr1:168084665-168085165	500	500	25869.6	51.7391	51.7391
chr1:232047445-232047945	500	500	17423.7	34.8473	34.8473
chr1:151072143-151072643	500	500	3239.68	6.47935	6.47935
chr1:154405633-154406133	500	500	14327.5	28.6549	28.6549
chr1:202661071-202661571	500	500	27605.4	55.2108	55.2108
chr1:155091360-155091860	500	500	38467.2	76.9345	76.9345
chr1:78333330-78333830	500	500	16828.2	33.6564	33.6564
chr1:52825795-52826295	500	500	9969.98	19.94	19.94
chr1:83905226-83905726	500	500	13608.5	27.2171	27.2171
chr1:34460146-34460646	500	500	12034.8	24.0696	24.0696
chr1:222124561-222125061	500	500	13731.3	27.4626	27.4626
chr1:924797-925297	500	500	3891.22	7.78243	7.78243
chr1:33367714-33368214	500	500	30236.3	60.4726	60.4726
chr1:203369008-203369508	500	500	4197.59	8.39518	8.39518
chr1:31155214-31155714	500	500	2899.92	5.79983	5.79983
chr1:145891799-145892299	500	500	119561	239.122	239.122
chr1:233424813-233425313	500	500	8997.85	17.9957	17.9957
chr1:226185959-226186459	500	500	2567.13	5.13426	5.13426
chr1:160085548-160086048	500	500	15387.3	30.7745	30.7745
chr1:110495932-110496432	500	500	41981.8	83.9635	83.9635
chr1:162357613-162358113	500	500	16478.6	32.9573	32.9573
chr1:200488637-200489137	500	500	55511.2	111.022	111.022
